prod_name,collection,supplier,brand,color,pattern,category,cat_name,link,image
WA7826,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,PURPLE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7826.jpg
ER8211,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,PURPLE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8211.jpg
WP2514,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,PURPLE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2514.jpg
WP2444,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,PINK,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2444.jpg
ER8236,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BEIGE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8236.jpg
WP2465,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BEIGE,GREEN,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2465.jpg
ER8241,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,ORANGE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8241.jpg
WP2494,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BEIGE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2494.jpg
WP2455,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,MUSTARD,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2455.jpg
WP2412,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,MUSTARD,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2412.jpg
WA7787,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7787.jpg
WP2497,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,MUSTARD,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2497.jpg
WP2512,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2512.jpg
ER8189,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,PINK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8189.jpg
WA7821,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,PINK,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WA7821.jpg
WP2446,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,MUSTARD ,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2446.jpg
ER8190,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,ORANGE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8190.jpg
ER8239,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLUE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8239.jpg
WP2435,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,YELLOW,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2435.jpg
WP2453,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2453.jpg
ER8227,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,PINK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8227.jpg
WP2433,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2433.jpg
